lsoacode,hpmd202003,hpmd202103
E01031701,318867,339730
E01031702,519981,568594
E01031703,583593,551922
E01031704,340135,390510
E01031705,282367,291904
E01031706,353260,405637
E01031707,354808,395402
E01031708,256414,329265
E01031709,333159,324198
E01031710,346270,353148
E01031711,368522,362403
E01031712,297251,290427
E01031713,349193,419734
E01031714,301628,376239
E01031715,384936,388929
E01031716,288900,286091
E01031717,312373,331883
E01031718,369918,436136
E01031719,383799,481662
E01031720,519472,486065
E01031721,420167,508687
E01031722,607383,544700
E01031723,811900,583468
E01031724,473412,395625
E01031725,443217,438972
E01031726,394125,471894
E01031727,690497,643576
E01031728,520598,516795
E01031729,476000,482593
E01031730,296689,322809
E01031731,347583,385813
E01031732,378863,380397
E01031733,340471,399188
E01031734,363075,454045
E01031735,421639,420737
E01031736,551184,614636
E01031737,424740,394985
E01031738,473050,510050
E01031739,380330,352813
E01031740,352780,492000
E01031741,334610,418375
E01031742,282493,291302
E01031743,253030,279900
E01031744,442692,437440
E01031745,370929,479699
E01031746,397824,387858
E01031747,493015,555875
E01031748,530917,619463
E01031749,430597,426868
E01031750,261893,337700
E01031751,356822,370322
E01031752,293739,296690
E01031753,444224,463313
E01031754,331179,363238
E01031755,280219,322671
E01031756,407348,494805
E01031757,298933,285469
E01031758,565593,517467
E01031759,458342,476172
E01031760,708766,562884
E01031761,253263,328823
E01031763,643374,678676
E01031764,750821,692400
E01031765,532921,655607
E01031766,430341,509716
E01031767,525546,562082
E01031768,564969,561557
E01031769,416479,565230
E01031770,744903,815136
E01031771,401415,426625
E01031772,481202,564519
E01031773,530325,534599
E01031774,511031,495041
E01031775,662240,471984
E01032837,425249,414269
E01032838,276733,308789
E01032839,431139,472875
E01031776,258270,289516
E01031777,259759,280350
E01031778,299687,342257
E01031779,272600,283444
E01031780,309480,354863
E01031781,302446,306075
E01031782,335624,357056
E01031783,267250,249091
E01031784,212904,283117
E01031785,266215,273229
E01031786,262379,260531
E01031787,223777,270142
E01031788,228599,250879
E01031789,297624,303195
E01031790,248641,334386
E01031791,234517,270038
E01031792,263715,256617
E01031793,346769,349531
E01031794,283468,329659
E01031795,234438,252570
E01031796,287227,257375
E01031797,366068,444529
E01031798,277889,327333
E01031799,261827,301773
E01031800,347095,393234
E01031801,247875,262227
E01031802,405097,426956
E01031803,522840,721922
E01031804,423045,394966
E01031805,406543,435075
E01031806,304377,295368
E01031807,268942,313360
E01031808,229161,226552
E01031809,314404,321681
E01031810,255263,279333
E01031811,223896,320083
E01031812,270363,313147
E01031813,356178,389333
E01031814,365788,362351
E01031815,333167,364874
E01031816,327248,378747
E01031817,298977,269715
E01031818,271352,323040
E01031819,350400,346943
E01031820,458995,506115
E01031821,341833,371143
E01031822,405426,464361
E01031823,597109,663607
E01031824,384323,488214
E01031825,372516,384199
E01031826,296740,291719
E01031827,289605,340520
E01031828,493700,634090
E01031829,465825,496914
E01031830,322800,310603
E01031831,323250,347600
E01031832,264897,280219
E01031833,322490,428230
E01031834,268778,324295
E01031835,276409,383884
E01031836,251857,282407
E01031837,283356,330167
E01031838,310579,342833
E01031839,318684,290983
E01031840,284321,294907
E01032122,320028,440706
E01032123,449483,458929
E01032124,322862,258344
E01032125,301350,411047
E01032126,248581,299041
E01032127,246274,248100
E01032128,237097,241081
E01032129,270497,329417
E01032130,225626,242295
E01032131,238227,324909
E01032132,181111,196729
E01032133,243439,306493
E01032134,355870,276553
E01032135,370607,413879
E01032136,443239,468250
E01032137,386279,557405
E01032138,437938,548551
E01032139,429719,424720
E01032140,340940,372980
E01032141,376076,453800
E01032142,318382,368371
E01032143,442896,547959
E01032144,561547,601108
E01032145,321391,358234
E01032146,322695,367193
E01032147,281648,317167
E01032148,564397,630345
E01032149,711437,720921
E01032150,376213,470994
E01032151,336126,367650
E01032152,191363,252619
E01032153,378975,337628
E01032154,300434,320730
E01032155,326076,327052
E01032156,191825,183920
E01032157,146605,224838
E01032158,339341,334668
E01032159,205145,257695
E01032160,245636,237370
E01032161,203176,216853
E01032162,347874,358128
E01032166,315754,317903
E01032168,328464,325962
E01032169,328889,545107
E01032170,191041,217622
E01032171,221708,267144
E01032172,203188,208477
E01032173,257325,262225
E01032174,225655,253316
E01032175,291517,304625
E01032176,403942,472057
E01032177,342997,341973
E01032178,449229,375646
E01033059,301810,293190
E01033060,590833,424250
E01033061,374237,403506
E01033062,309457,316219
E01033243,337957,314261
E01032179,387012,414790
E01032180,362972,430205
E01032181,393287,466700
E01032182,349240,363670
E01032183,326363,350964
E01032184,263133,282413
E01032185,287078,370721
E01032186,275597,361528
E01032187,259067,268859
E01032188,199750,241179
E01032189,264254,298897
E01032190,388080,450310
E01032191,345654,374284
E01032192,279400,278488
E01032193,352153,374467
E01032194,229235,255703
E01032195,228600,268572
E01032196,226843,294750
E01032197,203680,304257
E01032198,460171,447204
E01032199,429959,495300
E01032200,429868,385325
E01032201,264630,310056
E01032202,212556,217200
E01032203,253377,263640
E01032204,192744,
E01032205,379028,345333
E01032206,315235,331329
E01032207,332692,370197
E01032208,265509,280123
E01032209,359623,313333
E01032210,284888,264210
E01032211,318582,443895
E01032212,390522,444748
E01032213,362810,534734
E01032214,232111,251979
E01032215,248036,285278
E01032216,289396,240445
E01032217,429435,392932
E01032218,344083,394435
E01032219,322611,328328
E01032220,310648,339713
E01032221,326019,366085
E01032222,235600,260411
E01032223,436660,473758
E01032224,169460,169541
E01032225,142564,
E01032226,259153,268906
E01032227,371708,311643
E01032228,357617,424607
E01032229,214000,277505
E01032230,335009,360638
E01032231,221632,266883
E01032232,191031,185750
E01032233,253895,272420
E01032234,176800,193995
E01032235,172336,188462
E01032236,151804,164073
E01032237,271887,270085
E01032238,240775,234193
E01032239,147967,147567
E01032240,154808,164615
E01032241,158429,149800
E01032242,164631,177042
E01032243,238346,272452
E01032244,175283,212454
E01032245,131625,
E01032246,248418,270998
E01032247,210961,211423
E01032248,360538,375881
E01032249,200786,225627
E01032250,145917,140857
E01032251,140776,171227
E01032252,135111,
E01032253,273478,346033
E01032254,204844,215934
E01032255,215729,232412
E01032256,208667,268969
E01032257,258225,312957
E01032258,203636,234550
E01032259,201043,254441
E01032260,151039,173719
E01032261,264200,245168
E01032262,162722,167073
E01032263,187087,203694
E01032264,164998,168397
E01032265,166909,167083
E01032266,216563,216115
E01032267,172833,165864
E01032268,234500,244434
E01032269,220634,222600
E01032270,343530,351412
E01032271,360926,344968
E01032272,245278,326000
E01032273,247174,275733
E01032274,193405,209361
E01032275,190219,199675
E01032276,237441,265961
E01032277,159313,155417
E01032278,146200,
E01032279,185392,203375
E01032280,180948,268173
E01032281,202835,199133
E01032282,167694,161828
E01032283,222513,261973
E01032284,306559,301793
E01032285,265489,301583
E01032286,251753,246000
E01032287,214829,268515
E01032288,270952,266000
E01032289,355180,357900
E01032290,254536,260860
E01032292,253837,224600
E01032294,279317,246946
E01032295,215574,240957
E01032296,212672,274857
E01032297,257524,303806
E01032298,272239,275600
E01032299,238576,248990
E01032300,328196,344242
E01032301,196644,200642
E01032302,121250,141375
E01032303,155722,165200
E01032304,164821,174667
E01032305,189462,185033
E01032306,164388,159417
E01032307,194050,168917
E01032308,285792,236540
E01032309,250612,298105
E01032310,166685,169659
E01032311,163550,160988
E01032312,204297,173098
E01032313,154000,171700
E01032314,206815,197750
E01032315,231923,237840
E01032316,243154,328346
E01032317,226175,240677
E01032318,169661,194750
E01032319,196872,225441
E01032320,225547,232200
E01032321,196273,178375
E01032322,177617,166144
E01032323,278814,298663
E01032324,239525,230306
E01032325,205213,242340
E01032326,229350,276233
E01032327,196958,205276
E01032328,211750,173308
E01032329,242649,270293
E01032330,161533,148676
E01032331,182889,176393
E01032332,,
E01032333,166406,197167
E01032334,229242,214741
E01032335,307446,349581
E01032336,237068,256125
E01032337,251557,276196
E01032338,239613,278100
E01032339,276053,301357
E01033246,332188,340750
E01033247,125936,140250
E01033248,157971,171938
E01033249,206255,172583
E01032340,275432,374086
E01032341,323089,338545
E01032342,224748,228468
E01032343,160954,176518
E01032344,285815,319296
E01032345,417727,491140
E01032346,400694,502531
E01032347,308500,347263
E01032348,392850,442972
E01032349,331059,292246
E01032350,306200,247700
E01032351,513696,514595
E01032352,321157,443778
E01032353,343368,376038
E01032354,292922,281652
E01032355,372228,396248
E01032356,265648,279947
E01032357,205818,225667
E01032358,216375,242727
E01032359,165973,163288
E01032360,211446,233844
E01032361,252633,279996
E01032362,305236,325805
E01032363,252971,267139
E01032364,325824,368694
E01032365,209497,211889
E01032366,283750,292250
E01032367,332231,384148
E01032368,145286,
E01032369,181275,156425
E01032370,208667,295159
E01032371,177370,197611
E01032372,456237,429806
E01032373,386164,463160
E01032374,401261,352635
E01032375,417917,586079
E01032376,288188,316911
E01032377,166433,163917
E01032378,170708,155525
E01032379,245143,242850
E01032380,243161,328153
E01032381,182063,197767
E01032382,317277,332100
E01032383,485788,521761
E01032384,194557,207786
E01032385,282062,256333
E01032386,315375,422679
E01032387,410461,459813
E01032388,328917,304750
E01032389,424398,447364
E01032390,427000,379982
E01032391,264024,312833
E01032392,423658,477064
E01032393,379455,401337
E01032394,582727,708995
E01032395,472681,490260
E01032396,265531,270285
E01032397,207505,241445
E01032398,202423,221673
E01032399,355417,379621
E01032400,325032,379200
E01032401,355606,416214
E01032402,287875,303655
E01032403,274840,309286
E01032404,432085,460650
E01032405,287863,270481
E01032406,218775,222075
E01032407,243247,306889
E01032408,283794,285765
E01032409,268626,265757
E01032410,383784,388853
E01032411,324353,345500
E01032412,443350,561769
E01032413,516875,518405
E01032414,381550,379680
E01032415,330512,275775
E01032416,405729,517429
E01032417,331728,348659
E01032418,146607,133017
E01032419,233194,249479
E01032420,190479,258056
E01032421,255429,271863
E01032422,145354,194095
E01032423,171727,293947
E01032424,147346,155450
E01032425,210764,298295
E01032426,202417,191334
E01032427,258021,263589
E01032428,269345,298354
E01032429,236952,303253
E01032430,319075,354563
E01032431,434727,559969
E01032432,304429,440418
E01032433,492987,522725
E01032434,162512,165923
E01032435,139088,149211
E01032436,170628,201125
E01032437,185088,172100
E01032438,186959,223928
E01032439,294320,267235
E01032440,169987,214939
E01032441,213398,217769
E01032442,194547,162517
E01032443,204050,227194
E01032444,194767,175792
E01032445,195448,210000
E01032446,208644,224825
E01032447,172623,199637
E01032448,204944,231967
E01032449,135244,144518
E01032450,142651,138759
E01032451,285048,304198
E01032452,280156,242426
E01032453,139346,161063
E01032454,187385,184939
E01032455,228359,241340
E01032456,151966,139944
E01032457,224021,223293
E01032458,200722,220260
E01032459,208976,219238
E01032460,167535,168509
E01032461,174364,224204
E01032462,220936,223731
E01032463,248530,269955
E01032464,160344,165895
E01032465,131750,156294
E01032466,238789,208750
E01032467,320696,308809
E01032468,200875,234714
E01032469,134231,148967
E01032470,183491,211952
E01032471,152917,
E01032472,476134,420357
E01032473,319674,507000
E01032474,137654,146916
E01032475,147424,162381
E01032476,184096,196563
E01032477,320474,420244
E01032478,179125,207692
E01032479,274284,419313
E01032480,266175,256170
E01032481,316230,298033
E01032482,234587,281848
E01023664,701277,630129
E01023665,465814,566802
E01023666,350514,407145
E01023667,491820,528140
E01023668,688500,748672
E01023669,517026,535105
E01023670,671536,670574
E01023671,516036,509119
E01023672,599460,599351
E01023673,921555,980053
E01023674,612763,610090
E01023675,1034962,980895
E01023676,530120,611958
E01023677,462042,590818
E01023678,512219,545250
E01023679,460594,554325
E01023680,532746,735300
E01023681,399995,447438
E01023682,574373,740300
E01023683,494727,499479
E01023684,579472,599261
E01023685,647656,607640
E01023686,901999,1072913
E01023687,471167,464312
E01023688,497661,489517
E01023689,1068857,1010373
E01023690,706378,810498
E01023691,1042656,1203529
E01023692,550500,602533
E01023693,517650,659302
E01023694,785875,759199
E01023695,752528,746481
E01023696,1635740,1659912
E01023697,543071,564244
E01023698,574417,632304
E01023699,936515,947912
E01023700,1239716,1920286
E01023701,837587,831898
E01023702,647918,682260
E01023703,839179,876474
E01023704,348263,352123
E01023705,407727,399844
E01023706,419159,410647
E01023708,428844,426794
E01023709,470405,602446
E01023710,805971,782600
E01023711,692019,710114
E01023712,588544,500288
E01023713,565050,649386
E01023714,1291333,1138167
E01023715,970000,1112227
E01023716,532884,581568
E01023717,466853,561474
E01023718,505738,556672
E01023719,434106,541417
E01023720,452121,411147
E01023721,547222,759294
E01023722,673063,1026888
E01023723,456250,500500
E01023724,455884,504896
E01023725,694400,786500
E01023726,626338,539497
E01023727,434413,501735
E01023728,639042,771357
E01023729,462986,481487
E01023730,620219,712656
E01023731,614583,596425
E01023732,671000,586273
E01023733,625977,584800
E01023734,544889,544467
E01023735,392572,448352
E01023736,497580,532889
E01023737,375917,370688
E01023738,419969,428667
E01023739,546095,635607
E01023740,434818,614316
E01023741,654000,724605
E01023742,698445,696864
E01023743,745479,685926
E01023744,862864,854797
E01023745,658081,648798
E01023746,532620,530214
E01023747,481722,540089
E01023748,755028,960972
E01023749,650409,645904
E01033028,370044,416750
E01033029,554132,476177
E01023908,1011025,884122
E01023909,974769,1232115
E01023910,1195143,917000
E01023911,618878,589153
E01023912,302824,325833
E01023913,287479,355000
E01023914,307836,370143
E01023915,309206,296750
E01023916,350925,478063
E01023917,529001,537417
E01023918,378977,485537
E01023919,746683,782458
E01023920,197643,300200
E01023921,254432,289833
E01023922,291797,328688
E01023923,344959,338313
E01023924,361000,384611
